company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
BBHOSPITALITY LTD,16313372,active,ltd,,,2025-03-13,,2025-03-13,[68100, 68209, 68320],50 Appleby Road London England E16 1LQ
NUVIVE SUPPLEMENTS LTD,16327441,active,ltd,,,2025-03-19,,2025-03-19,[47910],20 Wenlock Road London England N1 7GU
GREATPOWERSERVICE LTD,16335024,active,ltd,,,2025-03-22,,2025-03-22,[81210],Flat 8 Alder House London England SE15 6LH
OGEDIAN LIMITED,16350111,active,ltd,,,2025-03-28,,2025-03-28,[70100, 77351, 77390, 82990],310 High Road London England N22 8JR
SBS SOURCING HOLDING LIMITED,16346766,active,ltd,,,2025-03-27,,2025-03-27,[64209],81-87 High Holborn London England WC1V 6DF
DC PROPERTY SOURCING LTD,16342011,active,ltd,,,2025-03-25,,2025-03-25,[96090],128 City Road London England EC1V 2NX
DANDE MEDIA GROUP LIMITED,16286307,active,ltd,,,2025-03-03,,2025-03-03,[59112, 62090, 73120],First Floor London England W1W 7NG
TROXMED LTD,16315631,active,ltd,,,2025-03-14,,2025-03-14,[46900],3 Norfolk Avenue London United Kingdom N15 6JX
SEFIAM MEDIA LTD,16308582,active,ltd,,,2025-03-11,,2025-03-11,[58190],4th Floor 58-59 Great Marlborough Street London United Kingdom W1F 7JY
MILLENNIAL DREAM LTD,16313869,active,ltd,,,2025-03-13,,2025-03-13,[90030],167-169 Great Portland Street London England W1W 5PF
COMFYDOM LTD,16329700,active,ltd,,,2025-03-20,,2025-03-20,[64306, 68100, 68201, 68320],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
H&K EXPORTS LTD,16295603,active,ltd,,,2025-03-05,,2025-03-05,[16240, 47910],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
BLOOCELL TECHNOLOGY UK LTD,16346586,active,ltd,,,2025-03-27,,2025-03-27,[32500],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
LUMORA BEACON LTD,16319192,active,ltd,,,2025-03-16,,2025-03-16,[70210, 70229, 85590],29-30 Frith Street London United Kingdom W1D 5LG
BESEL LTD,16325305,active,ltd,,,2025-03-18,,2025-03-18,[86230],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
1DRYVN LTD,16306684,active,ltd,,,2025-03-11,,2025-03-11,[47910],79 Cottage Street London England E14 0AA
LUCKIES GROUP LIMITED,16303407,active,ltd,,,2025-03-10,,2025-03-10,[59112, 70229],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
ERAKBU LTD,16311530,active,ltd,,,2025-03-12,,2025-03-12,[59112, 90030],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
PRO NETWORK LOGISTICS LTD,16354677,active,ltd,,,2025-03-31,,2025-03-31,[38110, 49410, 49420, 53201],C/O Esdg Accountancy Ltd London England SE3 0TN
AQUILA NOVA LTD,16300826,active,ltd,,,2025-03-07,,2025-03-07,[58210, 62020, 62090, 73110],Office 403, Screenworks 22 Highbury Grove London United Kingdom N5 2ER
NORTH EIGHTY TWO LTD,16301137,active,ltd,,,2025-03-07,,2025-03-07,[82990],105 Palewell Park London England SW14 8JJ
THE BROW LOUNGE LIMITED,16287831,active,ltd,,,2025-03-03,,2025-03-03,[96020],13 Vesey Path London England E14 6BT
