company_name,company_number,first_director,first_director_forename,source,retrieved
SOHO COMEDY FACTORY LTD,16752980,Sukhpreet Singh,Sukhpreet,Companies House /officers,2026-09-13
MRK TALENT SOLUTIONS LTD,16697839,Graham Roland James Seddon,Graham,Companies House /officers,2026-09-13
WOOM BIKES UK LTD,16711777,Bernd Hartmut Hake,Bernd,Companies House /officers,2026-09-13
